File,ID,time,strain,condition,repeat_exp,total_vRNAs_ORFN,total_vRNAs_gRNA,cytosolic_RNAs_ORFN,cytosolic_RNAs_gRNA,repSites_ORFN,repSites_gRNA,mol_per_repSite_ORFN,mol_per_repSite_gRNA,content,category,total_vRNAs_sgRNA,ratio
CoV-FISH-10_Vero_2h_Vic_INF_R3_00009__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,87,50.5,67,47,9,2,2.2222222222222223,1.75,3.5,Low,36.5,0.7227722772277227
CoV-FISH-10_Vero_2h_Vic_INF_R3_00007__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,81,121.43846153846154,63,109,9,7,2,1.7769230769230766,12.438461538461537,Mid,-40.43846153846154,-0.33299550262874517
CoV-FISH-10_Vero_2h_Vic_INF_R1_00009__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,122,111.4,88,106,12,3,2.8333333333333335,1.8,5.4,Mid,10.599999999999994,0.09515260323159778
CoV-FISH-10_Vero_2h_Vic_INF_R1_00015__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,175,80.4,130,75,16,3,2.8125,1.8,5.4,Low,94.6,1.1766169154228854
CoV-FISH-10_Vero_2h_Vic_INF_R2_00004__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,228,43.2,135,36,9,4,10.333333333333334,1.8,7.2,Low,184.8,4.277777777777778
CoV-FISH-10_Vero_2h_Vic_INF_R1_00002__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,208,165.1,128,156,31,5,2.5806451612903225,1.8199999999999998,9.1,Mid,42.900000000000006,0.2598425196850394
CoV-FISH-10_Vero_2h_Vic_INF_R1_00004__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,157,112.46,101,107,21,3,2.6666666666666665,1.8199999999999998,5.459999999999999,Mid,44.540000000000006,0.39605192957496005
CoV-FISH-10_Vero_2h_Vic_INF_R1_00008__results_cell_6.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,134,114.46,92,109,18,3,2.3333333333333335,1.8199999999999998,5.459999999999999,Mid,19.540000000000006,0.17071466014328157
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_8.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,195,106.46,109,101,30,3,2.8666666666666667,1.8199999999999998,5.459999999999999,Mid,88.54,0.8316738681194816
CoV-FISH-10_Vero_2h_Vic_INF_R1_00002__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,199,145.3230769230769,128,138,24,4,2.9583333333333335,1.8307692307692307,7.323076923076923,Mid,53.67692307692309,0.3693626932034725
CoV-FISH-10_Vero_2h_Vic_INF_R3_00007__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,68,104.81538461538462,56,92,5,7,2.4,1.8307692307692307,12.815384615384614,Mid,-36.815384615384616,-0.3512402759430501
CoV-FISH-10_Vero_2h_Vic_INF_R1_00004__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,206,133.5125,127,127.99999999999999,23,3,3.4347826086956523,1.8375,5.512499999999999,Mid,72.48750000000001,0.5429266922572794
CoV-FISH-10_Vero_2h_Vic_INF_R3_00010__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,131,71.35,96,63.99999999999999,9,4,3.888888888888889,1.8375,7.35,Low,59.650000000000006,0.8360196215837422
CoV-FISH-10_Vero_2h_Vic_INF_R1_00005__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,148,124.38181818181818,96,117,20,4,2.6,1.8454545454545452,7.381818181818181,Mid,23.618181818181824,0.18988451980704582
CoV-FISH-10_Vero_2h_Vic_INF_R1_00004__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,123,51.733333333333334,90,48,10,2,3.3,1.8666666666666665,3.733333333333333,Low,71.26666666666667,1.3775773195876289
CoV-FISH-10_Vero_2h_Vic_INF_R1_00013__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,232,93.6,156,88,23,3,3.3043478260869565,1.8666666666666665,5.6,Low,138.4,1.4786324786324787
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_7.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,94,72.46666666666667,72,65,7,4,3.142857142857143,1.8666666666666665,7.466666666666666,Low,21.53333333333333,0.29714811407543695
CoV-FISH-10_Vero_2h_Vic_INF_R3_00003__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,97,65.33333333333333,62,56,15,5,2.3333333333333335,1.8666666666666665,9.333333333333332,Low,31.66666666666667,0.4846938775510205
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,194,115.53846153846153,108,108,24,4,3.5833333333333335,1.8846153846153846,7.538461538461538,Mid,78.46153846153847,0.6790945406125167
CoV-FISH-10_Vero_2h_Vic_INF_R1_00017__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,171,130.53846153846155,108,123.00000000000001,27,4,2.3333333333333335,1.8846153846153846,7.538461538461538,Mid,40.46153846153845,0.3099587507365939
CoV-FISH-10_Vero_2h_Vic_INF_R1_00017__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,159,76.7,110,71,17,3,2.8823529411764706,1.9,5.699999999999999,Low,82.3,1.073011734028683
CoV-FISH-10_Vero_2h_Vic_INF_R1_00020__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,192,150.5,119,141,23,5,3.1739130434782608,1.9,9.5,Mid,41.5,0.2757475083056478
CoV-FISH-10_Vero_2h_Vic_INF_R2_00004__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,166,123.15,87,106,20,9,3.95,1.9055555555555554,17.15,Mid,42.849999999999994,0.3479496548924076
CoV-FISH-10_Vero_2h_Vic_INF_R2_00004__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,270,64.45454545454545,157,53,15,6,7.533333333333333,1.9090909090909087,11.454545454545453,Low,205.54545454545456,3.1889985895627646
CoV-FISH-10_Vero_2h_Vic_INF_R1_00017__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,136,100.85,89,97,21,2,2.238095238095238,1.9249999999999998,3.8499999999999996,Mid,35.150000000000006,0.34853743182944974
CoV-FISH-10_Vero_2h_Vic_INF_R3_00009__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,105,49,67,41,9,4,4.222222222222222,2,8,Low,56,1.1428571428571428
CoV-FISH-10_Vero_2h_Vic_INF_R1_00020__results_cell_7.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,304,137.16666666666666,161,129,36,4,3.9722222222222223,2.0416666666666665,8.166666666666666,Mid,166.83333333333334,1.216281895504253
CoV-FISH-10_Vero_2h_Vic_INF_R1_00007__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,458,333.8666666666667,255,307,67,13,3.029850746268657,2.066666666666667,26.86666666666667,Mid,124.13333333333333,0.3718051118210862
CoV-FISH-10_Vero_2h_Vic_INF_R1_00009__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,251,206.58461538461538,144,190,37,8,2.891891891891892,2.0730769230769233,16.584615384615386,Mid,44.415384615384625,0.21499851057491814
CoV-FISH-10_Vero_2h_Vic_INF_R1_00012__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,201,96.2,140,92,26,2,2.3461538461538463,2.0999999999999996,4.199999999999999,Low,104.8,1.0893970893970892
CoV-FISH-10_Vero_2h_Vic_INF_R2_00001__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,178,74.4,112,66,14,4,4.714285714285714,2.0999999999999996,8.399999999999999,Low,103.6,1.3924731182795698
CoV-FISH-10_Vero_2h_Vic_INF_R2_00001__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,118,50.1,83,48,9,1,3.888888888888889,2.0999999999999996,2.0999999999999996,Low,67.9,1.3552894211576847
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,96,41.2,69,37,10,2,2.7,2.0999999999999996,4.199999999999999,Low,54.8,1.3300970873786406
CoV-FISH-10_Vero_2h_Vic_INF_R2_00009__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,108,57.4,77,49,9,4,3.4444444444444446,2.0999999999999996,8.399999999999999,Low,50.6,0.8815331010452963
CoV-FISH-10_Vero_2h_Vic_INF_R3_00008__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,12.1,12.1,12.1,10,0,1,NA,2.0999999999999996,2.0999999999999996,Low,0,0
CoV-FISH-10_Vero_2h_Vic_INF_R1_00009__results_cell_6.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,264,139.51,143,133,32,3,3.78125,2.17,6.51,Mid,124.49000000000001,0.8923374668482548
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,131,78.85,92,68,11,5,3.5454545454545454,2.17,10.85,Low,52.150000000000006,0.6613823715916298
CoV-FISH-10_Vero_2h_Vic_INF_R1_00010__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,140,110.53333333333333,91,104,17,3,2.8823529411764706,2.1777777777777776,6.533333333333333,Mid,29.46666666666667,0.26658624849215923
CoV-FISH-10_Vero_2h_Vic_INF_R1_00014__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,159,133.9090909090909,96,125,24,4,2.625,2.227272727272727,8.909090909090908,Mid,25.090909090909093,0.1873727087576375
CoV-FISH-10_Vero_2h_Vic_INF_R3_00005__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,234,89.36363636363636,144,76,21,6,4.285714285714286,2.227272727272727,13.363636363636363,Low,144.63636363636363,1.6185147507629705
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,136,71.55,108,67,8,2,3.5,2.275,4.55,Low,64.45,0.9007686932215235
CoV-FISH-10_Vero_2h_Vic_INF_R2_00005__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,120,53.55,84,49,11,2,3.272727272727273,2.275,4.55,Low,66.45,1.2408963585434174
CoV-FISH-10_Vero_2h_Vic_INF_R1_00001__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,140,141.83529411764707,85,128,17,6,3.235294117647059,2.3058823529411763,13.835294117647058,Mid,-1.8352941176470665,-0.012939615129396205
CoV-FISH-10_Vero_2h_Vic_INF_R1_00020__results_cell_9.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,234,110.41818181818182,121.00000000000001,101,23,4,4.913043478260869,2.3545454545454545,9.418181818181818,Mid,123.58181818181818,1.1192162028651407
CoV-FISH-10_Vero_2h_Vic_INF_R1_00007__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,237,197.47692307692307,160,188,24,4,3.2083333333333335,2.3692307692307693,9.476923076923077,Mid,39.52307692307693,0.2001402306014335
CoV-FISH-10_Vero_2h_Vic_INF_R3_00003__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,84.35,84.35,76.35,77,4,3,2,2.4499999999999997,7.35,Low,0,0
CoV-FISH-10_Vero_2h_Vic_INF_R3_00005__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,74,65.35,63,57.99999999999999,5,3,2.2,2.4499999999999997,7.35,Low,8.650000000000006,0.13236419280795725
CoV-FISH-10_Vero_2h_Vic_INF_R3_00008__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,146,106.25,77,94,20,5,3.45,2.4499999999999997,12.249999999999998,Mid,39.75,0.37411764705882355
CoV-FISH-10_Vero_2h_Vic_INF_R3_00009__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,80,18.45,43,16,4,1,9.25,2.4499999999999997,2.4499999999999997,Low,61.55,3.3360433604336044
CoV-FISH-10_Vero_2h_Vic_INF_R1_00011__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,301,228.4,174,213,39,6,3.2564102564102564,2.5666666666666664,15.399999999999999,Mid,72.6,0.31786339754816106
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_6.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,148,75.7,94,68,14,3,3.857142857142857,2.5666666666666664,7.699999999999999,Low,72.3,0.9550858652575956
CoV-FISH-10_Vero_2h_Vic_INF_R2_00008__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,186,60.7,113,53,14,3,5.214285714285714,2.5666666666666664,7.699999999999999,Low,125.3,2.0642504118616145
CoV-FISH-10_Vero_2h_Vic_INF_R1_00014__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,186,116.43636363636364,100,106,31,4,2.774193548387097,2.609090909090909,10.436363636363636,Mid,69.56363636363636,0.5974391005621487
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,442,89.03636363636363,242,73,9,6,22.22222222222222,2.672727272727273,16.03636363636364,Low,352.9636363636364,3.9642638350010215
CoV-FISH-10_Vero_2h_Vic_INF_R1_00018__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,551,473.9123287671233,274,414,84,22,3.2976190476190474,2.7232876712328764,59.912328767123284,Mid,77.08767123287669,0.1626623038767935
CoV-FISH-10_Vero_2h_Vic_INF_R1_00003__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,64,22.8,43,20,9,1,2.3333333333333335,2.8,2.8,Low,41.2,1.8070175438596492
CoV-FISH-10_Vero_2h_Vic_INF_R1_00003__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,263,188.6,139,169,32,7,3.875,2.8,19.599999999999998,Mid,74.4,0.3944856839872747
CoV-FISH-10_Vero_2h_Vic_INF_R2_00008__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,37,18.8,30,16,3,1,2.3333333333333335,2.8,2.8,Low,18.2,0.9680851063829786
CoV-FISH-10_Vero_2h_Vic_INF_R2_00010__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,73,47.8,57,45,7,1,2.2857142857142856,2.8,2.8,Low,25.200000000000003,0.5271966527196653
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,208,294.6,132,240.00000000000003,22,19,3.4545454545454546,2.873684210526316,54.6,Mid,-86.60000000000002,-0.29395790902919217
CoV-FISH-10_Vero_2h_Vic_INF_R2_00003__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,209,110.7,102,96,21,5,5.095238095238095,2.94,14.7,Mid,98.3,0.8879855465221318
CoV-FISH-10_Vero_2h_Vic_INF_R3_00001__results_cell_6.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,71.77777777777777,71.77777777777777,69.77777777777777,56.99999999999999,1,5,2,2.9555555555555553,14.777777777777777,Low,0,0
CoV-FISH-10_Vero_2h_Vic_INF_R1_00018__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,422,279.3695652173913,234,257,55,7,3.418181818181818,3.195652173913043,22.3695652173913,Mid,142.6304347826087,0.5105439265426814
CoV-FISH-10_Vero_2h_Vic_INF_R1_00020__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,95,80.6,68,71,10,3,2.7,3.1999999999999997,9.6,Low,14.400000000000006,0.17866004962779164
CoV-FISH-10_Vero_2h_Vic_INF_R1_00006__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,409,336.72727272727275,216,296,55,10,3.5090909090909093,4.072727272727272,40.72727272727272,Mid,72.27272727272725,0.21463282937365002
CoV-FISH-10_Vero_2h_Vic_INF_R3_00008__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,33,26.2,22,22,5,1,2.2,4.199999999999999,4.199999999999999,Low,6.800000000000001,0.25954198473282447
CoV-FISH-10_Vero_2h_Vic_INF_R3_00001__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,89.44,89.44,73.44,76,6,3,2.6666666666666665,4.4799999999999995,13.439999999999998,Low,0,0
CoV-FISH-10_Vero_2h_Vic_INF_R3_00002__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,98,78.45,75,69,8,2,2.875,4.725,9.45,Low,19.549999999999997,0.2492033142128744
CoV-FISH-10_Vero_2h_Vic_INF_R3_00009__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,99,102.4,44,80,8,4,6.875,5.6,22.4,Mid,-3.4000000000000057,-0.033203125000000056
CoV-FISH-10_Vero_2h_Vic_INF_R3_00007__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,346,256.5,164,211,21,8,8.666666666666666,5.6875,45.5,Mid,89.5,0.3489278752436647
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,70,49,46,42,4,1,6,7,7,Low,21,0.42857142857142855
CoV-FISH-10_Vero_2h_Vic_INF_R3_00007__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,133,48,84,41,6,1,8.166666666666666,7,7,Low,85,1.7708333333333333
CoV-FISH-10_Vero_2h_Vic_INF_R1_00002__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,46,10,30,10,5,0,3.2,NA,NA,Low,36,3.6
CoV-FISH-10_Vero_2h_Vic_INF_R1_00003__results_cell_4.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_Vic_INF_R1_00004__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,41,19,32,19,4,0,2.25,NA,NA,Low,22,1.1578947368421053
CoV-FISH-10_Vero_2h_Vic_INF_R1_00005__results_cell_10.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_Vic_INF_R1_00005__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_Vic_INF_R1_00005__results_cell_9.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,9,3,7,3,1,0,2,NA,NA,Low,6,2
CoV-FISH-10_Vero_2h_Vic_INF_R1_00006__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_Vic_INF_R1_00007__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,5,4,5,4,0,0,NA,NA,NA,Low,1,0.25
CoV-FISH-10_Vero_2h_Vic_INF_R1_00008__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_Vic_INF_R1_00008__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,4,4,4,4,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_Vic_INF_R1_00008__results_cell_7.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,3,1,3,1,0,0,NA,NA,NA,Low,2,2
CoV-FISH-10_Vero_2h_Vic_INF_R1_00011__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_Vic_INF_R1_00013__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,51,31,46,31,2,0,2.5,NA,NA,Low,20,0.6451612903225806
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,36,18,34,18,1,0,2,NA,NA,Low,18,1
CoV-FISH-10_Vero_2h_Vic_INF_R1_00016__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_Vic_INF_R2_00002__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,32,20,32,20,0,0,NA,NA,NA,Low,12,0.6
CoV-FISH-10_Vero_2h_Vic_INF_R2_00002__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,96,19,62,19,5,0,6.8,NA,NA,Low,77,4.052631578947368
CoV-FISH-10_Vero_2h_Vic_INF_R2_00008__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,20,8,16,8,2,0,2,NA,NA,Low,12,1.5
CoV-FISH-10_Vero_2h_Vic_INF_R2_00008__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,46,28,38,28,4,0,2,NA,NA,Low,18,0.6428571428571429
CoV-FISH-10_Vero_2h_Vic_INF_R2_00009__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,2,2,2,2,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_Vic_INF_R2_00010__results_cell_0.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R2,11,0,8,0,1,0,3,NA,NA,Low,11,Inf
CoV-FISH-10_Vero_2h_Vic_INF_R3_00001__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,17,6,15,6,1,0,2,NA,NA,Low,11,1.8333333333333333
CoV-FISH-10_Vero_2h_Vic_INF_R3_00001__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,30,15,26,15,1,0,4,NA,NA,Low,15,1
CoV-FISH-10_Vero_2h_Vic_INF_R3_00003__results_cell_3.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,3,3,3,3,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_Vic_INF_R3_00004__results_cell_2.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,25,18,21,18,2,0,2,NA,NA,Low,7,0.3888888888888889
CoV-FISH-10_Vero_2h_Vic_INF_R3_00005__results_cell_1.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,27,11,20,11,2,0,3.5,NA,NA,Low,16,1.4545454545454546
CoV-FISH-10_Vero_2h_Vic_INF_R3_00008__results_cell_5.npz,2hpi_Untreated_Victoria,2hpi,Victoria,Untreated,R3,42,12,30,12,3,0,4,NA,NA,Low,30,2.5
CoV-FISH-10_Vero_6h_B117_RDV_R1_00001__results_cell_1.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,17,10.931251493663158,15,8,1,1,2,2.931251493663158,2.931251493663158,Low,6.068748506336842,0.5551741728616246
CoV-FISH-10_Vero_6h_B117_RDV_R1_00002__results_cell_2.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,86,17.894716494425246,81,15,2,1,2.5,2.894716494425247,2.894716494425247,Low,68.10528350557476,3.805887817602008
CoV-FISH-10_Vero_6h_B117_RDV_R1_00002__results_cell_3.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,78,16.826089939603897,72,11,3,2,2,2.9130449698019483,5.8260899396038965,Low,61.1739100603961,3.635658092876936
CoV-FISH-10_Vero_6h_B117_RDV_R1_00003__results_cell_2.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,274,105.11589089266275,246,97,12,3,2.3333333333333335,2.7052969642209144,8.115890892662744,Mid,168.88410910733725,1.6066467940588574
CoV-FISH-10_Vero_6h_B117_RDV_R1_00003__results_cell_4.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,229,36.634335229841575,201,34,11,1,2.5454545454545454,2.634335229841576,2.634335229841576,Low,192.36566477015842,5.250966437995067
CoV-FISH-10_Vero_6h_B117_RDV_R1_00004__results_cell_7.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,126,52.07856362648681,117,47,4,2,2.25,2.5392818132434067,5.0785636264868135,Low,73.92143637351319,1.419421566686936
CoV-FISH-10_Vero_6h_B117_RDV_R1_00004__results_cell_8.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,17,9.826472590414511,15,7,1,1,2,2.8264725904145114,2.8264725904145114,Low,7.173527409585489,0.730020599312829
CoV-FISH-10_Vero_6h_B117_RDV_R1_00005__results_cell_0.npz,6hpi_RDV_B.1.1.7,6hpi,B.1.1.7,RDV,R1,249,62.57873629265654,188,55,10,3,6.1,2.5262454308855125,7.578736292656537,Low,186.42126370734346,2.9789873486023004
